"","logFC","logCPM","PValue","FDR"
"ENSG00000224927",5.07824825268912,-3.24052551022323,0.000723152161780445,0.00260036529707158
"ENSG00000197085",3.01086831097426,-2.07758973654433,0.000723156162296376,0.00260036529707158
"ENSG00000272630",0.751754104062223,-1.0837050003206,0.000723366539087857,0.00260069720160943
"ENSG00000267512",1.6173173332401,-3.84225564761196,0.000723598203332526,0.00260119385152999
"ENSG00000145681",2.10102480734674,1.51546726167503,0.000724212628801099,0.00260306614691716
"ENSG00000205359",2.80459555357034,-1.77014712425776,0.000724375793639368,0.00260331618406664
"ENSG00000256802",2.88584574882533,-1.01114878676493,0.000725678625197396,0.0026076614473663
"ENSG00000278177",-1.41534969534156,-3.48238831529182,0.000732215521106077,0.00263036140873718
"ENSG00000172493",-0.524586290293255,5.52890651913164,0.000732230197916157,0.00263036140873718
"ENSG00000159496",-0.783091418591928,-0.454035909874531,0.000732279451618019,0.00263036140873718
"ENSG00000259238",1.14567617671595,-3.26571117622422,0.000734069909893903,0.00263611186622068
"ENSG00000279348",-0.78112679904688,-0.405036051045243,0.000734561657665028,0.00263719677096133
"ENSG00000231770",0.674185829694577,1.4552320704764,0.000735899388918964,0.0026413175511683
"ENSG00000115841",-0.552419788661914,1.38564621154983,0.000736116523607418,0.00264175598336685
"ENSG00000240322",1.59432624907273,-3.31423892216622,0.000736439628133974,0.00264257455519162
"ENSG00000112273",3.0000032790427,-2.84136340890271,0.000737470092575256,0.0026459308158921
"ENSG00000259405",1.35137321558109,-3.80488431235497,0.000737676039702555,0.00264632834931603
"ENSG00000274520",2.91464110034884,-2.04949175465809,0.000739397984341452,0.00265216354636172
"ENSG00000243587",1.93134171826077,0.677922470114289,0.000739912915926477,0.00265347727731042
"ENSG00000264448",1.31990100139856,-3.68262805126853,0.000739955048460059,0.00265347727731042
"ENSG00000171132",-0.521754733575735,3.11139468394513,0.000740670429552479,0.00265570022652354
"ENSG00000233338",3.92382292520026,-3.598455227297,0.000741214970983017,0.00265696764891747
"ENSG00000271743",-1.15233809274284,-3.46550207250377,0.000742930308972486,0.00266243018727635
"ENSG00000259786",3.26315673525213,-1.90709444685544,0.000743630700449827,0.00266459683993958
"ENSG00000100665",5.44845639485855,-1.50501011018972,0.000744843909851905,0.00266860024020495
"ENSG00000164434",7.60121142397575,3.18701825242291,0.000745783508620926,0.00267138390533221
"ENSG00000187808",1.05638494180539,-0.43493242994244,0.000745895756319292,0.00267138390533221
"ENSG00000185176",3.9305189672381,-4.00480817524135,0.000745909014087294,0.00267138390533221
"ENSG00000257464",1.55394238330285,-2.93373162815665,0.000746956524671031,0.00267444668134338
"ENSG00000165071",-1.04974472702457,-0.0102114041784964,0.000747431302027419,0.00267580213712043
"ENSG00000264647",2.31887611002043,-3.77810931899547,0.000749008410060621,0.0026807580631857
"ENSG00000233478",2.62494448862146,-0.777976226866444,0.000749873574947714,0.00268316399588586
"ENSG00000197582",1.51208144199112,0.335875315582271,0.000752045366121997,0.002690588856181
"ENSG00000218891",0.786939309851234,3.57809102693817,0.000752645493820783,0.00269238959738102
"ENSG00000165828",2.8888504829687,2.03538226306084,0.000753768895598984,0.00269606150891133
"ENSG00000205622",-1.08146867133153,-1.01218275857988,0.000753868331404756,0.00269607045150578
"ENSG00000236719",4.28740601132162,-2.63882356919945,0.000754025322097193,0.00269628519972862
"ENSG00000262188",1.86193142406651,-1.80764304923192,0.000754297119380733,0.00269691037168483
"ENSG00000266208",0.838435894137499,3.7053746579539,0.000755029941980991,0.00269880088499236
"ENSG00000250746",1.35388009693704,-3.51036174146244,0.000755087572560482,0.00269880088499236
"ENSG00000175602",-0.772081545648018,4.36809886180256,0.000755116977205284,0.00269880088499236
"ENSG00000113905",4.22066312060556,-2.16844565561606,0.000756369463580005,0.00270292996152521
"ENSG00000169860",-1.10567687501928,2.6552436461033,0.000757608725493727,0.00270666300348838
"ENSG00000236871",1.11284769072321,-0.0576242145052148,0.000758095280496385,0.00270805343391292
"ENSG00000235363",0.803621621553035,-2.05322031692217,0.000758404693482153,0.0027084629866229
"ENSG00000226476",1.27240207052955,0.732284461590974,0.000758727062452893,0.00270926637411764
"ENSG00000058056",-0.676456739819508,3.28628325264839,0.000761858891995056,0.00272010030334512
"ENSG00000142530",1.05909468331843,0.868591518931017,0.000762313409117315,0.00272102449278489
"ENSG00000105738",0.676457328256077,5.45661952302015,0.000762572691751271,0.00272160070264059
"ENSG00000248367",1.00408997013213,-0.893557831179803,0.000762694340524835,0.00272168561624547
"ENSG00000259439",2.62217054015721,1.85335962962371,0.00076315064467391,0.00272296457733361
"ENSG00000187045",1.60006018083298,-0.50072670773741,0.000764163646094294,0.00272622928281434
"ENSG00000039537",-1.68348804972826,-1.78160548319554,0.000766563193647814,0.00273443915671754
"ENSG00000235237",1.51106258447238,-3.81766624560779,0.000767267841165051,0.00273660175254213
"ENSG00000235275",1.43527497106536,-3.64030018116689,0.00076794307798815,0.00273865890858885
"ENSG00000141971",0.507788969309165,4.87055916016489,0.000770185657753483,0.00274630432039713
"ENSG00000240399",1.00998496389936,-1.25224246045696,0.00077047695911576,0.00274699085551681
"ENSG00000228100",3.37455019838424,-2.66101505327196,0.000771884014068163,0.00275144200495733
"ENSG00000110245",7.04793196074932,-1.50473925228149,0.000772021005866253,0.00275144200495733
"ENSG00000067167",0.612439667007384,7.2627776540892,0.000772022198493043,0.00275144200495733
"ENSG00000233124",2.68034794908415,-3.08274671175026,0.000773057651474801,0.00275477930307094
"ENSG00000179046",4.76504082119298,-0.773143731519465,0.000774551659484487,0.00275974959073047
"ENSG00000278867",0.792412552663135,-1.12681743587394,0.000775022402325839,0.00276107314921078
"ENSG00000130948",2.03838476101629,-0.0557643761535457,0.000775640332707934,0.00276292066772615
"ENSG00000145423",-1.64991071195821,6.64549372454028,0.000775896725009493,0.00276348003748099
"ENSG00000274245",-0.982273901104627,-2.2251043942871,0.000776217051497116,0.00276426694664395
"ENSG00000281593",1.41045139138971,-3.3531407695084,0.000776933430824034,0.00276646389854165
"ENSG00000280328",0.918484809909475,-0.523260270981054,0.00077798256844654,0.00276984500463436
"ENSG00000102931",-0.603679717609789,1.63015401159233,0.000778499147410333,0.00277132942364311
"ENSG00000169783",1.25330572308377,1.82461155455353,0.000778683837044228,0.00277163214227171
"ENSG00000236956",5.72697187484655,-2.76777317267648,0.000780213150305085,0.00277636493723584
"ENSG00000274751",1.36432441817179,-2.64251593358742,0.000781050551340852,0.00277849463041153
"ENSG00000171115",-0.836297180234416,2.67344156515974,0.000781060138348947,0.00277849463041153
"ENSG00000199568",5.25061940313703,-0.965368765659874,0.000781474423936926,0.00277907532961996
"ENSG00000124733",0.523809581437775,5.83812604055335,0.000781937202982352,0.00277989599964961
"ENSG00000198331",0.689349199913305,2.38475363426861,0.000781954100223029,0.00277989599964961
"ENSG00000007866",-0.515617974839658,5.98093613087741,0.000782091983519044,0.00277989599964961
"ENSG00000208772",1.39021343535378,-1.57654823911727,0.000782104993968942,0.00277989599964961
"ENSG00000106415",0.950842047202164,3.89863928996566,0.00078278340172676,0.00278195179558221
"ENSG00000125534",0.777567205306218,8.1996279515962,0.000783883683783572,0.00278550618334898
"ENSG00000198087",0.693038985856655,6.22847985184123,0.00078410261901689,0.00278582822336673
"ENSG00000089639",0.579687102226978,4.73739277986739,0.000784174636347683,0.00278582822336673
"ENSG00000120820",-1.01370347925163,2.77493148693247,0.000784956087960403,0.00278824823428387
"ENSG00000279970",1.54079572589423,-0.624532615390114,0.00078546424856021,0.00278934079994958
"ENSG00000182898",5.41044938082568,-1.94713882438035,0.000785965297692185,0.00279076379735896
"ENSG00000254854",1.08417500846861,-1.22958360829603,0.000788059369383994,0.00279784212926692
"ENSG00000226943",2.34243033588213,-3.00081128157533,0.000789113713058861,0.00280122778574424
"ENSG00000179772",1.14271425428719,0.796673835608597,0.000789688164926768,0.00280290925613938
"ENSG00000239374",-0.961817953539731,-3.7415915937588,0.000790365912832644,0.00280474880477889
"ENSG00000258904",1.34086751388999,-3.47425987125981,0.000790408123246574,0.00280474880477889
"ENSG00000104808",1.44366745254531,0.393227250869358,0.000790884768096891,0.00280608216036214
"ENSG00000088053",2.33518951039874,-0.270723114610266,0.000791284827672276,0.00280714348367972
"ENSG00000261327",1.97509193219295,-0.700457417483404,0.000791463713969729,0.00280742000722358
"ENSG00000205838",1.53036043741849,-0.0759660122119331,0.000792107480534513,0.00280898704017677
"ENSG00000134109",0.649082606281763,5.90687146618281,0.000793370881548509,0.00281310865993226
"ENSG00000274877",1.82904552178606,-0.025005594367453,0.000793869489954931,0.00281451779784787
"ENSG00000250767",3.5444267441775,-3.32843078148998,0.000794983403083136,0.00281810774789081
"ENSG00000245067",-1.17159308392283,-3.49410651672867,0.000795352739678329,0.00281887827046231
"ENSG00000101811",0.532836785231739,4.13029816451693,0.000795403468399246,0.00281887827046231
"ENSG00000077942",-1.06308066431259,9.16668370363898,0.000796076622796769,0.00282054510953459
"ENSG00000163464",-1.54974408049201,-0.872224879845378,0.000796394397767468,0.00282131160172036
"ENSG00000260773",1.06440644041066,-2.46106801686449,0.000798537328574604,0.0028281826970133
"ENSG00000164051",0.541954937876301,3.7074234970581,0.000799545087286436,0.00283139133087569
"ENSG00000255150",-0.984469270397389,0.0367777159901771,0.000799942628599636,0.00283243848876406
"ENSG00000212464",3.46554570048884,-1.94178705974573,0.000800139925043711,0.00283277644287688
"ENSG00000124140",1.38325488891478,-0.456564864817737,0.000800969888283497,0.00283535388861256
"ENSG00000153094",0.576979985646689,4.72820604573478,0.00080233945126934,0.0028394792159504
"ENSG00000081760",0.569509289960055,4.62458703904307,0.000804072137684958,0.00284524915590734
"ENSG00000125820",5.86866241990414,-2.0817126519278,0.000805150546177416,0.00284870272749427
"ENSG00000100652",3.64877150468854,0.078690471459472,0.000805886073323931,0.00285057984959411
"ENSG00000169427",2.25516516587105,-0.95758728316673,0.000806517103449691,0.00285244916050944
"ENSG00000246174",0.908959267358419,0.590135376723967,0.000807724984696862,0.00285635791473285
"ENSG00000242797",1.8763053160053,-3.03947795652253,0.000808027291466497,0.00285706369915557
"ENSG00000188315",0.583399977577615,3.29373384464754,0.000808677246721446,0.00285899838096652
"ENSG00000100647",-0.59249283702678,5.25464696433376,0.000809514677599161,0.00286123163401518
"ENSG00000127928",1.52127760318,-0.215552138268822,0.00081174967679997,0.00286876667863247
"ENSG00000149506",2.06319729430303,-0.645696862573617,0.000816136428803199,0.00288338086522251
"ENSG00000198171",0.509112811496757,5.61248890587813,0.00081619593542217,0.00288338086522251
"ENSG00000074317",2.80447682441011,-2.85460097163589,0.000817358467080881,0.00288676475845632
"ENSG00000249242",-0.960765016220746,2.04492324068251,0.000817361394773794,0.00288676475845632
"ENSG00000258613",-1.03362049915026,-3.77181540739843,0.00081809391426887,0.00288898502254445
"ENSG00000263325",1.67795161401382,-2.61985751273337,0.000818674187276254,0.00289066715382943
"ENSG00000234795",4.59791802650315,-3.59463899559626,0.000819527258368254,0.00289331196204573
"ENSG00000260034",3.04224030951094,-0.89443409371786,0.000819960847782611,0.00289436154187958
"ENSG00000205268",0.711531223426616,4.84993571795507,0.000820032680761195,0.00289436154187958
"ENSG00000137842",0.579468109891502,4.18759560531368,0.000821419937099168,0.00289889007873863
"ENSG00000229873",0.886106293856938,-2.77825606712995,0.000824174010488673,0.00290824051683855
"ENSG00000181450",0.51901807329375,2.61095987588461,0.000824403995424555,0.00290831413748205
"ENSG00000255038",1.38016681487448,-3.18989836602991,0.000824902368908182,0.00290970318154005
"ENSG00000225828",0.838570808900326,1.10202278909508,0.000825281477283981,0.00291067128172703
"ENSG00000158796",0.581170501513768,5.26612624963748,0.000825996434916928,0.00291282348730119
"ENSG00000213071",-0.914404457041997,-1.27035374663957,0.000828229205584082,0.0029203269390099
"ENSG00000267374",1.74257149987376,-0.223508281451343,0.000828498978433838,0.00292090785741923
"ENSG00000224430",2.7583624802181,-2.72023048709925,0.000829180888989192,0.00292294145316304
"ENSG00000158786",2.56295244323109,6.14550817174604,0.000829453498847198,0.00292353189246447
"ENSG00000164520",-1.29931991873318,1.81892848585333,0.000829774597630223,0.00292402243004374
"ENSG00000275540",-1.17935962043452,-3.95454561221115,0.000833036898703462,0.00293456722272391
"ENSG00000174370",0.975808893419225,1.11356209929094,0.000835035034228564,0.00294062980676563
"ENSG00000227676",1.69365965214704,-2.63420442080604,0.000835044555202063,0.00294062980676563
"ENSG00000178585",0.52842993254412,5.27550750317668,0.000836085786099635,0.00294392378387
"ENSG00000188290",1.19375779436512,3.96410689482731,0.000836286991582422,0.00294425642082262
"ENSG00000270705",2.8604505115531,-4.03874369163099,0.000836391974289704,0.00294425642082262
"ENSG00000123609",0.719394580079552,4.49336806327796,0.000836796881221331,0.00294530899233218
"ENSG00000239620",5.45352759353971,-2.7821456866924,0.000837096570002904,0.00294590113306846
"ENSG00000138347",3.5567058050043,-0.472866221811607,0.00083717695163316,0.00294590113306846
"ENSG00000166002",0.836427195810743,3.21082540527418,0.000837488217446265,0.00294625092231634
"ENSG00000183822",3.45760772818339,-1.91265936772448,0.00083878386614029,0.00295006267943347
"ENSG00000204389",-1.09038793405151,6.16549880206319,0.000839224834978021,0.00295086729901943
"ENSG00000261188",0.710935134525678,1.31397425862921,0.000840053248878379,0.0029534067767734
"ENSG00000178233",2.25285222056755,-1.92868829192815,0.000840657142119574,0.00295515635664455
"ENSG00000234129",0.87605621375984,-1.80635254248813,0.000842166673096566,0.00296008867418612
"ENSG00000132507",0.569542406425282,8.49150172554156,0.000842410286475414,0.0029605707982993
"ENSG00000139354",0.854003967963959,2.54690389233564,0.000842998038086418,0.00296226208885629
"ENSG00000220008",-1.18289870365933,-2.41900519266401,0.000844177704611434,0.00296565801419197
"ENSG00000254245",-1.11428263277177,-1.74710881683931,0.000844519298964701,0.00296648336222597
"ENSG00000188312",0.619973527021264,2.23102032674772,0.000845402468609795,0.00296921061490646
"ENSG00000235033",1.5772391411373,-0.268600661171154,0.000845884806375243,0.00297018404514839
"ENSG00000263874",-0.814525349858466,-0.0386147649797609,0.000845893208989337,0.00297018404514839
"ENSG00000267783",1.26842195611205,-3.61662178429811,0.000846693416634099,0.00297261853027571
"ENSG00000269202",-0.879768399760987,-2.16748994510186,0.000847170311173196,0.00297391743842738
"ENSG00000224050",2.90016024673684,-3.02484908770183,0.00085077359041772,0.00298581272811206
"ENSG00000128298",1.68859930922511,2.24374514582261,0.000851749543648405,0.00298886071883587
"ENSG00000019505",4.2463576410991,0.376340196038122,0.000852982058066564,0.00299261548518845
"ENSG00000118849",2.27268211826587,6.977043049597,0.000853360035504405,0.00299337907270577
"ENSG00000197753",2.25117432523942,-3.31456169218453,0.000854555074911553,0.00299653649618422
"ENSG00000239377",1.55016215392395,-3.92414262026226,0.0008545833778353,0.00299653649618422
"ENSG00000123901",2.60540169187259,-0.768668104145502,0.00085534308735521,0.00299882229782055
"ENSG00000131400",1.16347663739743,-0.334778163963429,0.00085603108249035,0.00300085612519588
"ENSG00000105989",1.74053004103702,2.35179012990131,0.000856508731260536,0.00300215215407048
"ENSG00000198860",0.510567675309906,4.35338631862227,0.000857131690611038,0.0030039571208373
"ENSG00000272440",1.02103063208887,-1.43992251485577,0.000857452586973879,0.00300458658534122
"ENSG00000168779",2.08210458053797,0.929226753555649,0.000857527354634115,0.00300458658534122
"ENSG00000142621",1.37561095954649,1.8174984423355,0.000857989958560299,0.00300582878415891
"ENSG00000168394",1.27858210751282,7.17752993349899,0.000858459408150658,0.00300709464973479
"ENSG00000148704",4.26155952107551,-1.85657460133929,0.00085939924959947,0.00301000772309659
"ENSG00000146453",2.97130881511902,-0.334831877199091,0.000860182010974111,0.00301202889854198
"ENSG00000231084",0.743321428969895,-1.67794879000425,0.000860192914864235,0.00301202889854198
"ENSG00000272777",-0.664965607124418,-0.458817618158627,0.000860471024598754,0.00301262343997547
"ENSG00000145063",2.3581532420922,-2.23657788758102,0.000863970497043205,0.00302411420013373
"ENSG00000064218",2.85241855653121,-2.19263781059669,0.000867086935829627,0.0030338770846936
"ENSG00000173511",-0.546284017291013,5.5694975789129,0.000867865597794908,0.00303621960647419
"ENSG00000266340",1.73634967861257,-3.90308686647983,0.000868617470002039,0.00303823254532898
"ENSG00000196460",1.66194152636102,-1.02961782687508,0.000868679105412203,0.00303823254532898
"ENSG00000092850",1.75085337775883,-0.825767548422119,0.000868768684895601,0.00303823254532898
"ENSG00000171208",1.21371140722519,4.02344961511627,0.000870135683124227,0.00304263059526454
"ENSG00000214389",-0.787906616448058,-0.0338490031104046,0.000870593804019112,0.00304384983924369
"ENSG00000034152",-0.545533138296614,5.7270723047457,0.000871440722706336,0.00304634152531825
"ENSG00000163424",2.84424346520729,-3.9111934149262,0.000871525528240655,0.00304634152531825
"ENSG00000058335",1.75218930284565,1.36044333102913,0.000873913262830245,0.0030539200375798
"ENSG00000231908",0.982163099324546,-1.47818363003525,0.000874099445197022,0.00305418691824934
"ENSG00000112232",-1.73491805131396,-3.07180425131781,0.000874341744321644,0.00305464978455192
"ENSG00000127530",3.10691146178689,-3.75070919123345,0.000875596964365211,0.00305865088795398
"ENSG00000093010",0.800770856514732,7.1359245411711,0.00087724691502147,0.00306364495824864
"ENSG00000089127",1.04762634855352,6.48599810869518,0.000879929012708742,0.00307224022476378
"ENSG00000186907",1.3486200045972,0.0990539859835003,0.000881146916466799,0.00307610633710193
"ENSG00000271991",1.40518121842674,-3.67626127481536,0.000881892394031072,0.00307793614696777
"ENSG00000278986",1.00970104974048,-2.61164813981213,0.000882826296034563,0.00308080900522074
"ENSG00000181126",2.02135156269983,0.327950948828979,0.000883152967238107,0.00308156234823654
"ENSG00000169856",2.80675951967215,-3.44289432190348,0.000883299581652961,0.00308168731366204
"ENSG00000061938",0.678549343196521,6.16867861681489,0.00088387644943427,0.00308315159333495
"ENSG00000063180",-0.775439935209822,2.38423522495231,0.000883940991811488,0.00308315159333495
"ENSG00000232860",1.00205617745652,-1.2998172311175,0.00088410510180468,0.00308333732871393
"ENSG00000141736",1.35711810863688,8.67985785114114,0.000884627954682982,0.00308477398490444
"ENSG00000175166",0.538558564588596,7.56788667435937,0.000885323355780726,0.00308642498048751
"ENSG00000145949",2.07309331979868,2.19820492320966,0.000885788918473098,0.00308766100883472
"ENSG00000140557",2.73650599519923,-0.794498787443282,0.000886676854518279,0.00309036884144322
"ENSG00000187242",2.37579357509523,-0.904916756898253,0.000886984618957138,0.0030910541544988
"ENSG00000267565",1.06487681718124,-0.812943835006488,0.000887373924390663,0.00309202342258551
"ENSG00000147434",2.83170078884949,-2.07137613907817,0.000887809575061604,0.00309315391596998
"ENSG00000258592",1.63616794034668,-2.50766202666159,0.000887961418826459,0.00309329545864483
"ENSG00000234703",3.49535881062584,-4.23832573593981,0.000888356387568491,0.00309428380807044
"ENSG00000225206",5.07683243167002,-2.37131141027838,0.000888557926507686,0.0030945982481791
"ENSG00000167800",2.9205830796423,-3.63555481701192,0.000891373940692116,0.0031036283691124
"ENSG00000271734",1.06279620200616,-3.12871478760148,0.000891825129248481,0.00310481065462361
"ENSG00000237781",-0.924841598632521,-1.35798677083721,0.000892387500752532,0.00310637966939051
"ENSG00000099999",0.537469696408462,3.59416846948609,0.000892777649050514,0.00310734886159954
"ENSG00000126561",-0.603175742185796,4.79746896524074,0.000894331114109761,0.00311214531724267
"ENSG00000270093",-1.63927042489925,-3.99501882617413,0.000895528403156476,0.00311575324956105
"ENSG00000133112",-0.519928755833778,10.7438413057416,0.000897582667707893,0.00312250991081421
"ENSG00000249803",4.18714735660956,-3.3819255618097,0.000898145089759141,0.00312407571053914
"ENSG00000146857",5.15912873875019,-1.57971561534836,0.000899207068512809,0.00312737854152142
"ENSG00000232818",1.15701672701323,0.303245766605087,0.00089958643134033,0.0031280800957866
"ENSG00000188153",-0.921561957484061,5.62518754750529,0.00089963372114468,0.0031280800957866
"ENSG00000184254",-1.07405439388797,4.57464050547142,0.000900858432375358,0.0031315555030191
"ENSG00000226674",2.08564901217679,0.0331425975042019,0.000903932137089506,0.00314145502047612
"ENSG00000182798",3.13213782825603,-1.89413156179255,0.000905351973665232,0.00314560330337928
"ENSG00000141161",-1.12330149439668,-3.40195304687424,0.000905559112976035,0.00314593000364757
"ENSG00000100060",-0.894473894254926,2.5912786273347,0.000908022866036653,0.00315370129533934
"ENSG00000182162",-1.01424148746555,1.98476732082594,0.000910198067266201,0.00316086138654949
"ENSG00000163687",-1.48507776382528,1.18764924287542,0.000911247510418538,0.00316411073748699
"ENSG00000234832",1.13830141934033,-3.67222706792463,0.000911481591997326,0.00316452846314088
"ENSG00000135372",0.540748697882802,5.63293971316385,0.00091259890928494,0.00316761680568352
"ENSG00000178772",2.79103577390349,-3.46402237817734,0.000914822861475321,0.00317493988597618
"ENSG00000233966",1.19859915773701,-0.609292998778482,0.000915047299053051,0.003174958557453
"ENSG00000234807",-0.860892558394578,-3.17134230929497,0.000915056548971462,0.003174958557453
"ENSG00000244693",1.47697505361031,-2.27054406500778,0.000916256148128605,0.00317872424197342
"ENSG00000070501",0.717416673087441,4.49990844535353,0.000916547323964091,0.00317933783005903
"ENSG00000179144",-0.878838224875974,2.26464942696854,0.000917413860346755,0.00318194683848663
"ENSG00000255909",1.41498216684531,-3.60816539715937,0.000917579669090392,0.00318212510429066
"ENSG00000273181",0.947750522473668,-2.69654087786487,0.000918056231771916,0.00318298404067219
"ENSG00000178562",-1.07134330481951,0.73625083958065,0.000918879246223471,0.00318544041819935
"ENSG00000207635",1.62581598407471,-3.78250295886657,0.000920661364862366,0.00319122065564768
"ENSG00000196275",-0.679333686745708,0.928322475136081,0.000921388468284361,0.00319316407697524
"ENSG00000231407",1.37365005852778,-1.72544252764384,0.000921451655046319,0.00319316407697524
"ENSG00000188770",-1.63739575213863,-4.04430404456447,0.000922121174529915,0.00319508611276947
"ENSG00000122884",0.755499860560959,5.77651837316883,0.000922370091814698,0.00319555049372723
"ENSG00000136824",0.742844109817394,4.51670712958157,0.000923158507652366,0.00319788361854966
"ENSG00000255045",1.51287385953365,-2.07029250593823,0.000923405182376154,0.00319811654664276
"ENSG00000235884",1.86850896852784,0.541947872359038,0.000924267770705399,0.00320044697281399
"ENSG00000111775",0.54088043178714,6.59943533519966,0.000924358772250918,0.00320044697281399
"ENSG00000118292",-0.658866554958936,2.30733975565921,0.000924584270526253,0.00320082926514148
"ENSG00000173198",-1.01518464159019,0.680277473050659,0.000925501192380683,0.00320360481190839
"ENSG00000101040",0.646041229950607,5.84430089984243,0.000925880089997633,0.00320451753896269
"ENSG00000275450",1.2071445634026,-3.05936053268026,0.000926878866755728,0.00320757520481238
"ENSG00000213123",0.877021729453185,1.87841988940552,0.00092902901640649,0.00321461607779469
"ENSG00000135426",-1.04785414295928,0.565410442113596,0.000929616876789355,0.00321625005524846
"ENSG00000128203",0.845870215686563,2.21060106017112,0.000930030807984605,0.00321728194806913
"ENSG00000261842",1.11927577159531,-3.4639609814014,0.000931125224991535,0.00322066731534505
"ENSG00000105948",0.55024101599128,2.5345573410976,0.000931294007171015,0.00322077392342979
"ENSG00000006704",0.50016800841722,5.17960473810984,0.000931387648443022,0.00322077392342979
"ENSG00000218976",2.06872121482542,-3.89053289992505,0.000931776844547192,0.00322148005214042
"ENSG00000206527",0.654414052919652,5.61989656044491,0.000931823500502272,0.00322148005214042
"ENSG00000279328",1.18395529447077,-2.79456038349834,0.000932525709571783,0.00322350702961969
"ENSG00000143590",1.1105536524701,2.09159519408371,0.000934424026737055,0.00322947792784277
"ENSG00000152518",-0.557013655059589,7.44973983924769,0.000934485253776241,0.00322947792784277
"ENSG00000269421",1.57850326215989,-2.75287503686065,0.000934950756260992,0.00323068522597676
"ENSG00000256771",0.823924515695191,2.65201762910867,0.000937628950164103,0.00323913476473906
"ENSG00000151702",-0.809417452158304,3.06649373546457,0.000939345864866829,0.00324466300789135
"ENSG00000246366",1.12447483310373,-2.02463746519482,0.000939814449303124,0.00324587846497799
"ENSG00000127666",-0.512956925884775,4.51772776758818,0.000939985472211136,0.00324606604651208
"ENSG00000198743",0.845568067346671,4.9009562502187,0.000940299065499497,0.0032467458607992
"ENSG00000180938",0.921356942048979,0.905724967308039,0.000941965053571874,0.0032516909563106
"ENSG00000120555",1.18927230106995,-3.14103047983395,0.000942223951735221,0.00325177748723312
"ENSG00000215148",3.87601704896947,-1.77312329929805,0.00094241643092777,0.0032520382373938
"ENSG00000186352",-0.769828271052331,2.19899973229352,0.000943648641217955,0.00325552932602919
"ENSG00000131797",0.64211127064871,3.17137014547906,0.000943662223652512,0.00325552932602919
"ENSG00000144035",2.22889911475515,-2.36150350394005,0.000944554916332321,0.00325820487262196
"ENSG00000179455",2.90083442949016,0.471935474724347,0.000945377352647904,0.00326023314435166
"ENSG00000146243",-0.581937979371801,1.51380493441207,0.000947395228673397,0.00326678694459375
"ENSG00000272269",0.907036555169945,0.23950034531491,0.000947710626715201,0.00326746940136728
"ENSG00000107371",0.575537489214661,3.87850423402268,0.000948444305608662,0.00326959363806318
"ENSG00000237659",3.96726221191,-3.35498805596406,0.000949050555185722,0.00327127811270052
"ENSG00000229912",2.18205599111306,-4.1152242242405,0.000950186563355681,0.00327403939236569
"ENSG00000169692",0.876127116454641,6.1051875300735,0.00095020479542573,0.00327403939236569
"ENSG00000131738",3.16556302548897,-0.0495926358883835,0.000950418540492025,0.00327437022998943
"ENSG00000280426",0.988438076595472,-2.38686856182678,0.000952163287258266,0.00327997492054919
"ENSG00000133561",-0.815952976479172,2.95773003142889,0.000952362910965123,0.0032802563024982
"ENSG00000225778",1.42353671429955,-1.27852158339472,0.000954328161168309,0.00328529153263789
"ENSG00000143184",1.5823936066976,0.8340687360857,0.000954415402283612,0.00328529153263789
"ENSG00000165556",3.28014378576074,0.919436681996629,0.00095457431788928,0.00328543193954394
"ENSG00000279516",5.16212459336125,-2.67077230265272,0.000957021495425681,0.00329275074102918
"ENSG00000196123",0.743526875576372,4.14128188907098,0.000960157581955239,0.00330301333666309
"ENSG00000260841",1.06871259080104,1.14842212731779,0.000960439841738063,0.00330357572573098
"ENSG00000257265",3.49658453357804,-3.83641401966874,0.000961356450490587,0.00330631964356309
"ENSG00000224794",2.47354683981742,-4.03416282551354,0.000963483515803124,0.00331322539874286
"ENSG00000261118",0.919762237649302,-1.734302362097,0.000964568005339748,0.0033165446819773
"ENSG00000275665",1.94297543148907,-3.2912421287823,0.000969671885424971,0.00333285765562589
"ENSG00000103047",-0.500839962263377,3.48694121288903,0.000970300876041752,0.00333460747131462
"ENSG00000167460",-0.542576184903626,8.57216276459252,0.000970830456781934,0.00333601525753347
"ENSG00000234292",-1.06582143134136,-3.54594125126032,0.000972866349850294,0.00334218525054178
"ENSG00000223561",-1.3133980083832,-2.96518368480047,0.000975953826209992,0.00335237788914147
"ENSG00000160392",0.547778394708315,4.09516854703923,0.000977613198922877,0.00335724853705914
"ENSG00000213190",1.09688516300654,4.1429145548064,0.000979217894033429,0.00336234410947553
"ENSG00000258623",-1.00746568741517,-3.64924854211233,0.00097945189407147,0.00336273244411922
"ENSG00000170089",0.866527515589508,3.21913344707052,0.000980790123801589,0.00336691134451908
"ENSG00000168955",5.53218321381723,-1.33579914321125,0.000982120112937431,0.00337106092819064
"ENSG00000256678",3.18484379571615,-3.43434950406058,0.000982785971533885,0.00337293018586771
"ENSG00000250432",1.89259709441762,-3.42907747483813,0.000983034678242542,0.00337325789031075
"ENSG00000225689",2.40115720470524,-3.93886715576762,0.000983124023257431,0.00337325789031075
"ENSG00000265917",0.854535153783932,-2.07237066924591,0.000983673344546158,0.0033747263762011
"ENSG00000229886",1.77973193780258,-3.60574946415947,0.000984190188573552,0.00337608309259943
"ENSG00000100038",0.803271268371702,-1.2408690607782,0.000984632338054609,0.0033768369679763
