"","non-drivers"
"6064","ENSG00000272491"
"6065","ENSG00000272501"
"6066","ENSG00000272506"
"6067","ENSG00000272508"
"6068","ENSG00000272512"
"6069","ENSG00000272515"
"6070","ENSG00000272518"
"6071","ENSG00000272519"
"6072","ENSG00000272540"
"6073","ENSG00000272541"
"6074","ENSG00000272542"
"6075","ENSG00000272545"
"6076","ENSG00000272549"
"6077","ENSG00000272554"
"6078","ENSG00000272555"
"6079","ENSG00000272563"
"6080","ENSG00000272566"
"6081","ENSG00000272567"
"6082","ENSG00000272568"
"6083","ENSG00000272572"
"6084","ENSG00000272574"
"6085","ENSG00000272576"
"6086","ENSG00000272582"
"6087","ENSG00000272583"
"6088","ENSG00000272588"
"6089","ENSG00000272589"
"6090","ENSG00000272597"
"6091","ENSG00000272599"
"6092","ENSG00000272604"
"6093","ENSG00000272609"
"6094","ENSG00000272620"
"6095","ENSG00000272630"
"6096","ENSG00000272631"
"6097","ENSG00000272642"
"6098","ENSG00000272654"
"6099","ENSG00000272661"
"6100","ENSG00000272662"
"6101","ENSG00000272666"
"6102","ENSG00000272677"
"6103","ENSG00000272681"
"6104","ENSG00000272682"
"6105","ENSG00000272686"
"6106","ENSG00000272690"
"6107","ENSG00000272691"
"6108","ENSG00000272694"
"6109","ENSG00000272695"
"6110","ENSG00000272696"
"6111","ENSG00000272702"
"6112","ENSG00000272711"
"6113","ENSG00000272720"
"6114","ENSG00000272727"
"6115","ENSG00000272729"
"6116","ENSG00000272732"
"6117","ENSG00000272733"
"6118","ENSG00000272734"
"6119","ENSG00000272736"
"6120","ENSG00000272745"
"6121","ENSG00000272748"
"6122","ENSG00000272750"
"6123","ENSG00000272754"
"6124","ENSG00000272758"
"6125","ENSG00000272760"
"6126","ENSG00000272769"
"6127","ENSG00000272774"
"6128","ENSG00000272798"
"6129","ENSG00000272799"
"6130","ENSG00000272800"
"6131","ENSG00000272807"
"6132","ENSG00000272808"
"6133","ENSG00000272812"
"6134","ENSG00000272815"
"6135","ENSG00000272824"
"6136","ENSG00000272825"
"6137","ENSG00000272840"
"6138","ENSG00000272848"
"6139","ENSG00000272851"
"6140","ENSG00000272856"
"6141","ENSG00000272864"
"6142","ENSG00000272866"
"6143","ENSG00000272870"
"6144","ENSG00000272871"
"6145","ENSG00000272874"
"6146","ENSG00000272880"
"6147","ENSG00000272884"
"6148","ENSG00000272885"
"6149","ENSG00000272888"
"6150","ENSG00000272892"
"6151","ENSG00000272894"
"6152","ENSG00000272902"
"6153","ENSG00000272905"
"6154","ENSG00000272906"
"6155","ENSG00000272908"
"6156","ENSG00000272909"
"6157","ENSG00000272910"
"6158","ENSG00000272912"
"6159","ENSG00000272913"
"6160","ENSG00000272914"
"6161","ENSG00000272917"
"6162","ENSG00000272918"
"6163","ENSG00000272922"
"6164","ENSG00000272933"
"6165","ENSG00000272934"
"6166","ENSG00000272941"
"6167","ENSG00000272942"
"6168","ENSG00000272944"
"6169","ENSG00000272953"
"6170","ENSG00000272958"
"6171","ENSG00000272966"
"6172","ENSG00000272971"
"6173","ENSG00000272973"
"6174","ENSG00000272975"
"6175","ENSG00000272977"
"6176","ENSG00000272979"
"6177","ENSG00000272984"
"6178","ENSG00000272988"
"6179","ENSG00000272989"
"6180","ENSG00000272994"
"6181","ENSG00000273002"
"6182","ENSG00000273007"
"6183","ENSG00000273008"
"6184","ENSG00000273010"
"6185","ENSG00000273013"
"6186","ENSG00000273014"
"6187","ENSG00000273018"
"6188","ENSG00000273032"
"6189","ENSG00000273044"
"6190","ENSG00000273046"
"6191","ENSG00000273055"
"6192","ENSG00000273056"
"6193","ENSG00000273058"
"6194","ENSG00000273059"
"6195","ENSG00000273064"
"6196","ENSG00000273066"
"6197","ENSG00000273084"
"6198","ENSG00000273093"
"6199","ENSG00000273096"
"6200","ENSG00000273106"
"6201","ENSG00000273108"
"6202","ENSG00000273110"
"6203","ENSG00000273113"
"6204","ENSG00000273115"
"6205","ENSG00000273125"
"6206","ENSG00000273137"
"6207","ENSG00000273138"
"6208","ENSG00000273139"
"6209","ENSG00000273143"
"6210","ENSG00000273145"
"6211","ENSG00000273148"
"6212","ENSG00000273151"
"6213","ENSG00000273174"
"6214","ENSG00000273177"
"6215","ENSG00000273180"
"6216","ENSG00000273181"
"6217","ENSG00000273188"
"6218","ENSG00000273189"
"6219","ENSG00000273192"
"6220","ENSG00000273198"
"6221","ENSG00000273203"
"6222","ENSG00000273214"
"6223","ENSG00000273218"
"6224","ENSG00000273230"
"6225","ENSG00000273232"
"6226","ENSG00000273243"
"6227","ENSG00000273245"
"6228","ENSG00000273253"
"6229","ENSG00000273261"
"6230","ENSG00000273264"
"6231","ENSG00000273267"
"6232","ENSG00000273270"
"6233","ENSG00000273272"
"6234","ENSG00000273275"
"6235","ENSG00000273284"
"6236","ENSG00000273287"
"6237","ENSG00000273289"
"6238","ENSG00000273295"
"6239","ENSG00000273297"
"6240","ENSG00000273302"
"6241","ENSG00000273306"
"6242","ENSG00000273308"
"6243","ENSG00000273311"
"6244","ENSG00000273312"
"6245","ENSG00000273313"
"6246","ENSG00000273314"
"6247","ENSG00000273319"
"6248","ENSG00000273325"
"6249","ENSG00000273328"
"6250","ENSG00000273329"
"6251","ENSG00000273344"
"6252","ENSG00000273345"
"6253","ENSG00000273348"
"6254","ENSG00000273355"
"6255","ENSG00000273356"
"6256","ENSG00000273363"
"6257","ENSG00000273365"
"6258","ENSG00000273367"
"6259","ENSG00000273368"
"6260","ENSG00000273370"
"6261","ENSG00000273372"
"6262","ENSG00000273381"
"6263","ENSG00000273382"
"6264","ENSG00000273384"
"6265","ENSG00000273387"
"6266","ENSG00000273399"
"6267","ENSG00000273402"
"6268","ENSG00000273403"
"6269","ENSG00000273406"
"6270","ENSG00000273415"
"6271","ENSG00000273419"
"6272","ENSG00000273428"
"6273","ENSG00000273432"
"6274","ENSG00000273433"
"6275","ENSG00000273437"
"6276","ENSG00000273442"
"6277","ENSG00000273449"
"6278","ENSG00000273451"
"6279","ENSG00000273454"
"6280","ENSG00000273456"
"6281","ENSG00000273461"
"6282","ENSG00000273471"
"6283","ENSG00000273476"
"6284","ENSG00000273487"
"6285","ENSG00000273489"
"6286","ENSG00000273492"
"6287","ENSG00000273507"
"6288","ENSG00000273521"
"6289","ENSG00000273523"
"6290","ENSG00000273552"
"6291","ENSG00000273557"
"6292","ENSG00000273558"
"6293","ENSG00000273565"
"6294","ENSG00000273568"
"6295","ENSG00000273576"
"6296","ENSG00000273582"
"6297","ENSG00000273599"
"6298","ENSG00000273618"
"6299","ENSG00000273650"
"6300","ENSG00000273664"
"6301","ENSG00000273669"
"6302","ENSG00000273674"
"6303","ENSG00000273680"
"6304","ENSG00000273702"
"6305","ENSG00000273723"
"6306","ENSG00000273729"
"6307","ENSG00000273733"
"6308","ENSG00000273771"
"6309","ENSG00000273792"
"6310","ENSG00000273805"
"6311","ENSG00000273821"
"6312","ENSG00000273824"
"6313","ENSG00000273837"
"6314","ENSG00000273838"
"6315","ENSG00000273855"
"6316","ENSG00000273888"
"6317","ENSG00000273891"
"6318","ENSG00000273906"
"6319","ENSG00000273919"
"6320","ENSG00000273923"
"6321","ENSG00000273972"
"6322","ENSG00000273973"
"6323","ENSG00000273980"
"6324","ENSG00000273989"
"6325","ENSG00000274002"
"6326","ENSG00000274020"
"6327","ENSG00000274021"
"6328","ENSG00000274029"
"6329","ENSG00000274038"
"6330","ENSG00000274080"
"6331","ENSG00000274104"
"6332","ENSG00000274128"
"6333","ENSG00000274156"
"6334","ENSG00000274159"
"6335","ENSG00000274184"
"6336","ENSG00000274191"
"6337","ENSG00000274204"
"6338","ENSG00000274220"
"6339","ENSG00000274225"
"6340","ENSG00000274272"
"6341","ENSG00000274281"
"6342","ENSG00000274292"
"6343","ENSG00000274315"
"6344","ENSG00000274317"
"6345","ENSG00000274331"
"6346","ENSG00000274340"
"6347","ENSG00000274354"
"6348","ENSG00000274370"
"6349","ENSG00000274372"
"6350","ENSG00000274373"
"6351","ENSG00000274383"
"6352","ENSG00000274387"
"6353","ENSG00000274414"
"6354","ENSG00000274421"
"6355","ENSG00000274422"
"6356","ENSG00000274425"
"6357","ENSG00000274427"
"6358","ENSG00000274444"
"6359","ENSG00000274447"
"6360","ENSG00000274460"
"6361","ENSG00000274461"
"6362","ENSG00000274478"
"6363","ENSG00000274492"
"6364","ENSG00000274528"
"6365","ENSG00000274536"
"6366","ENSG00000274554"
"6367","ENSG00000274560"
"6368","ENSG00000274565"
"6369","ENSG00000274652"
"6370","ENSG00000274654"
"6371","ENSG00000274659"
"6372","ENSG00000274667"
"6373","ENSG00000274678"
"6374","ENSG00000274682"
"6375","ENSG00000274698"
"6376","ENSG00000274718"
"6377","ENSG00000274723"
"6378","ENSG00000274751"
"6379","ENSG00000274767"
"6380","ENSG00000274769"
"6381","ENSG00000274776"
"6382","ENSG00000274827"
"6383","ENSG00000274828"
"6384","ENSG00000274863"
"6385","ENSG00000274893"
"6386","ENSG00000274895"
"6387","ENSG00000274898"
"6388","ENSG00000274902"
"6389","ENSG00000274904"
"6390","ENSG00000274922"
"6391","ENSG00000274925"
"6392","ENSG00000274937"
"6393","ENSG00000274976"
"6394","ENSG00000274979"
"6395","ENSG00000274987"
"6396","ENSG00000274995"
"6397","ENSG00000274996"
"6398","ENSG00000275005"
"6399","ENSG00000275016"
"6400","ENSG00000275040"
"6401","ENSG00000275088"
"6402","ENSG00000275119"
"6403","ENSG00000275139"
"6404","ENSG00000275180"
"6405","ENSG00000275191"
"6406","ENSG00000275197"
"6407","ENSG00000275198"
"6408","ENSG00000275210"
"6409","ENSG00000275212"
"6410","ENSG00000275216"
"6411","ENSG00000275226"
"6412","ENSG00000275228"
"6413","ENSG00000275232"
"6414","ENSG00000275236"
"6415","ENSG00000275278"
"6416","ENSG00000275294"
"6417","ENSG00000275322"
"6418","ENSG00000275327"
"6419","ENSG00000275329"
"6420","ENSG00000275343"
"6421","ENSG00000275358"
"6422","ENSG00000275367"
"6423","ENSG00000275371"
"6424","ENSG00000275383"
"6425","ENSG00000275389"
"6426","ENSG00000275390"
"6427","ENSG00000275401"
"6428","ENSG00000275409"
"6429","ENSG00000275426"
"6430","ENSG00000275427"
"6431","ENSG00000275431"
"6432","ENSG00000275437"
"6433","ENSG00000275438"
"6434","ENSG00000275443"
"6435","ENSG00000275450"
"6436","ENSG00000275454"
"6437","ENSG00000275467"
"6438","ENSG00000275476"
"6439","ENSG00000275484"
"6440","ENSG00000275485"
"6441","ENSG00000275512"
"6442","ENSG00000275532"
"6443","ENSG00000275549"
"6444","ENSG00000275552"
"6445","ENSG00000275563"
"6446","ENSG00000275569"
"6447","ENSG00000275580"
"6448","ENSG00000275582"
"6449","ENSG00000275601"
"6450","ENSG00000275620"
"6451","ENSG00000275645"
"6452","ENSG00000275665"
"6453","ENSG00000275672"
"6454","ENSG00000275678"
"6455","ENSG00000275703"
"6456","ENSG00000275720"
"6457","ENSG00000275728"
"6458","ENSG00000275734"
"6459","ENSG00000275759"
"6460","ENSG00000275773"
"6461","ENSG00000275805"
"6462","ENSG00000275830"
"6463","ENSG00000275846"
"6464","ENSG00000275850"
"6465","ENSG00000275852"
"6466","ENSG00000275857"
"6467","ENSG00000275874"
"6468","ENSG00000275880"
"6469","ENSG00000275894"
"6470","ENSG00000275897"
"6471","ENSG00000275898"
"6472","ENSG00000275910"
"6473","ENSG00000275923"
"6474","ENSG00000275936"
"6475","ENSG00000275944"
"6476","ENSG00000276007"
"6477","ENSG00000276030"
"6478","ENSG00000276054"
"6479","ENSG00000276071"
"6480","ENSG00000276075"
"6481","ENSG00000276121"
"6482","ENSG00000276122"
"6483","ENSG00000276136"
"6484","ENSG00000276166"
"6485","ENSG00000276170"
"6486","ENSG00000276232"
"6487","ENSG00000276241"
"6488","ENSG00000276255"
"6489","ENSG00000276261"
"6490","ENSG00000276278"
"6491","ENSG00000276282"
"6492","ENSG00000276292"
"6493","ENSG00000276308"
"6494","ENSG00000276334"
"6495","ENSG00000276337"
"6496","ENSG00000276384"
"6497","ENSG00000276390"
"6498","ENSG00000276397"
"6499","ENSG00000276403"
"6500","ENSG00000276411"
"6501","ENSG00000276417"
"6502","ENSG00000276422"
"6503","ENSG00000276449"
"6504","ENSG00000276462"
"6505","ENSG00000276476"
"6506","ENSG00000276487"
"6507","ENSG00000276523"
"6508","ENSG00000276529"
"6509","ENSG00000276564"
"6510","ENSG00000276570"
"6511","ENSG00000276573"
"6512","ENSG00000276593"
"6513","ENSG00000276631"
"6514","ENSG00000276633"
"6515","ENSG00000276649"
"6516","ENSG00000276651"
"6517","ENSG00000276663"
"6518","ENSG00000276668"
"6519","ENSG00000276698"
"6520","ENSG00000276702"
"6521","ENSG00000276707"
"6522","ENSG00000276724"
"6523","ENSG00000276728"
"6524","ENSG00000276740"
"6525","ENSG00000276759"
"6526","ENSG00000276772"
"6527","ENSG00000276778"
"6528","ENSG00000276790"
"6529","ENSG00000276791"
"6530","ENSG00000276807"
"6531","ENSG00000276814"
"6532","ENSG00000276842"
"6533","ENSG00000276846"
"6534","ENSG00000276850"
"6535","ENSG00000276853"
"6536","ENSG00000276888"
"6537","ENSG00000276898"
"6538","ENSG00000276900"
"6539","ENSG00000276931"
"6540","ENSG00000276952"
"6541","ENSG00000276957"
"6542","ENSG00000276968"
"6543","ENSG00000276980"
"6544","ENSG00000276997"
"6545","ENSG00000277007"
"6546","ENSG00000277011"
"6547","ENSG00000277013"
"6548","ENSG00000277017"
"6549","ENSG00000277022"
"6550","ENSG00000277047"
"6551","ENSG00000277087"
"6552","ENSG00000277089"
"6553","ENSG00000277130"
"6554","ENSG00000277135"
"6555","ENSG00000277142"
"6556","ENSG00000277151"
"6557","ENSG00000277152"
"6558","ENSG00000277159"
"6559","ENSG00000277170"
"6560","ENSG00000277173"
"6561","ENSG00000277182"
"6562","ENSG00000277186"
"6563","ENSG00000277200"
"6564","ENSG00000277210"
"6565","ENSG00000277214"
"6566","ENSG00000277215"
"6567","ENSG00000277223"
"6568","ENSG00000277229"
"6569","ENSG00000277232"
"6570","ENSG00000277245"
"6571","ENSG00000277246"
"6572","ENSG00000277247"
"6573","ENSG00000277268"
"6574","ENSG00000277270"
"6575","ENSG00000277283"
"6576","ENSG00000277287"
"6577","ENSG00000277299"
"6578","ENSG00000277301"
"6579","ENSG00000277324"
"6580","ENSG00000277352"
"6581","ENSG00000277386"
"6582","ENSG00000277425"
"6583","ENSG00000277448"
"6584","ENSG00000277449"
"6585","ENSG00000277496"
"6586","ENSG00000277501"
"6587","ENSG00000277511"
"6588","ENSG00000277526"
"6589","ENSG00000277534"
"6590","ENSG00000277545"
"6591","ENSG00000277548"
"6592","ENSG00000277550"
"6593","ENSG00000277559"
"6594","ENSG00000277579"
"6595","ENSG00000277589"
"6596","ENSG00000277619"
"6597","ENSG00000277631"
"6598","ENSG00000277675"
"6599","ENSG00000277684"
"6600","ENSG00000277687"
"6601","ENSG00000277688"
"6602","ENSG00000277692"
"6603","ENSG00000277701"
"6604","ENSG00000277715"
"6605","ENSG00000277757"
"6606","ENSG00000277763"
"6607","ENSG00000277767"
"6608","ENSG00000277782"
"6609","ENSG00000277790"
"6610","ENSG00000277797"
"6611","ENSG00000277801"
"6612","ENSG00000277806"
"6613","ENSG00000277825"
"6614","ENSG00000277831"
"6615","ENSG00000277837"
"6616","ENSG00000277840"
"6617","ENSG00000277851"
"6618","ENSG00000277863"
"6619","ENSG00000277870"
"6620","ENSG00000277879"
"6621","ENSG00000277901"
"6622","ENSG00000277911"
"6623","ENSG00000277930"
"6624","ENSG00000277935"
"6625","ENSG00000277938"
"6626","ENSG00000277954"
"6627","ENSG00000277969"
"6628","ENSG00000278002"
"6629","ENSG00000278011"
"6630","ENSG00000278012"
"6631","ENSG00000278035"
"6632","ENSG00000278041"
"6633","ENSG00000278060"
"6634","ENSG00000278071"
"6635","ENSG00000278090"
"6636","ENSG00000278095"
"6637","ENSG00000278107"
"6638","ENSG00000278126"
"6639","ENSG00000278156"
"6640","ENSG00000278177"
"6641","ENSG00000278202"
"6642","ENSG00000278206"
"6643","ENSG00000278214"
"6644","ENSG00000278239"
"6645","ENSG00000278254"
"6646","ENSG00000278266"
"6647","ENSG00000278291"
"6648","ENSG00000278330"
"6649","ENSG00000278338"
"6650","ENSG00000278341"
"6651","ENSG00000278351"
"6652","ENSG00000278376"
"6653","ENSG00000278383"
"6654","ENSG00000278389"
"6655","ENSG00000278390"
"6656","ENSG00000278396"
"6657","ENSG00000278408"
"6658","ENSG00000278434"
"6659","ENSG00000278456"
"6660","ENSG00000278467"
"6661","ENSG00000278472"
"6662","ENSG00000278475"
"6663","ENSG00000278484"
"6664","ENSG00000278492"
"6665","ENSG00000278518"
"6666","ENSG00000278601"
"6667","ENSG00000278611"
"6668","ENSG00000278621"
"6669","ENSG00000278630"
"6670","ENSG00000278657"
"6671","ENSG00000278690"
"6672","ENSG00000278698"
"6673","ENSG00000278703"
"6674","ENSG00000278709"
"6675","ENSG00000278716"
"6676","ENSG00000278722"
"6677","ENSG00000278727"
"6678","ENSG00000278733"
"6679","ENSG00000278740"
"6680","ENSG00000278765"
"6681","ENSG00000278766"
"6682","ENSG00000278768"
"6683","ENSG00000278769"
"6684","ENSG00000278784"
"6685","ENSG00000278811"
"6686","ENSG00000278816"
"6687","ENSG00000278834"
"6688","ENSG00000278890"
"6689","ENSG00000278910"
"6690","ENSG00000278932"
"6691","ENSG00000278936"
"6692","ENSG00000278981"
"6693","ENSG00000279006"
"6694","ENSG00000279047"
"6695","ENSG00000279072"
"6696","ENSG00000279078"
"6697","ENSG00000279080"
"6698","ENSG00000279082"
"6699","ENSG00000279085"
"6700","ENSG00000279110"
"6701","ENSG00000279151"
"6702","ENSG00000279159"
"6703","ENSG00000279175"
"6704","ENSG00000279206"
"6705","ENSG00000279220"
"6706","ENSG00000279243"
"6707","ENSG00000279278"
"6708","ENSG00000279298"
"6709","ENSG00000279321"
"6710","ENSG00000279345"
"6711","ENSG00000279418"
"6712","ENSG00000279440"
"6713","ENSG00000279463"
"6714","ENSG00000279467"
"6715","ENSG00000279472"
"6716","ENSG00000279494"
"6717","ENSG00000279548"
"6718","ENSG00000279558"
"6719","ENSG00000279571"
"6720","ENSG00000279579"
"6721","ENSG00000279623"
"6722","ENSG00000279636"
"6723","ENSG00000279652"
"6724","ENSG00000279658"
"6725","ENSG00000279712"
"6726","ENSG00000279714"
"6727","ENSG00000279727"
"6728","ENSG00000279750"
"6729","ENSG00000279762"
"6730","ENSG00000279797"
"6731","ENSG00000279833"
"6732","ENSG00000279848"
"6733","ENSG00000279914"
"6734","ENSG00000279920"
"6735","ENSG00000279927"
"6736","ENSG00000279932"
"6737","ENSG00000279949"
"6738","ENSG00000279954"
"6739","ENSG00000279987"
"6740","ENSG00000280007"
"6741","ENSG00000280025"
"6742","ENSG00000280036"
"6743","ENSG00000280179"
"6744","ENSG00000280191"
"6745","ENSG00000280199"
"6746","ENSG00000280224"
"6747","ENSG00000280241"
"6748","ENSG00000280299"
"6749","ENSG00000280336"
"6750","ENSG00000280350"
"6751","ENSG00000280356"
"6752","ENSG00000280366"
"6753","ENSG00000280374"
"6754","ENSG00000280384"
"6755","ENSG00000280395"
"6756","ENSG00000280418"
"6757","ENSG00000280445"
