"","non-drivers"
"2068","ENSG00000235881"
"2069","ENSG00000235884"
"2070","ENSG00000235885"
"2071","ENSG00000235890"
"2072","ENSG00000235903"
"2073","ENSG00000235914"
"2074","ENSG00000235919"
"2075","ENSG00000235927"
"2076","ENSG00000235931"
"2077","ENSG00000235934"
"2078","ENSG00000235947"
"2079","ENSG00000235958"
"2080","ENSG00000235965"
"2081","ENSG00000235972"
"2082","ENSG00000235978"
"2083","ENSG00000235979"
"2084","ENSG00000235984"
"2085","ENSG00000235989"
"2086","ENSG00000235994"
"2087","ENSG00000235997"
"2088","ENSG00000236009"
"2089","ENSG00000236013"
"2090","ENSG00000236022"
"2091","ENSG00000236036"
"2092","ENSG00000236046"
"2093","ENSG00000236049"
"2094","ENSG00000236051"
"2095","ENSG00000236064"
"2096","ENSG00000236065"
"2097","ENSG00000236075"
"2098","ENSG00000236076"
"2099","ENSG00000236078"
"2100","ENSG00000236081"
"2101","ENSG00000236088"
"2102","ENSG00000236091"
"2103","ENSG00000236094"
"2104","ENSG00000236098"
"2105","ENSG00000236106"
"2106","ENSG00000236107"
"2107","ENSG00000236109"
"2108","ENSG00000236117"
"2109","ENSG00000236120"
"2110","ENSG00000236133"
"2111","ENSG00000236137"
"2112","ENSG00000236153"
"2113","ENSG00000236154"
"2114","ENSG00000236162"
"2115","ENSG00000236176"
"2116","ENSG00000236188"
"2117","ENSG00000236193"
"2118","ENSG00000236194"
"2119","ENSG00000236197"
"2120","ENSG00000236226"
"2121","ENSG00000236231"
"2122","ENSG00000236234"
"2123","ENSG00000236244"
"2124","ENSG00000236255"
"2125","ENSG00000236256"
"2126","ENSG00000236268"
"2127","ENSG00000236276"
"2128","ENSG00000236283"
"2129","ENSG00000236295"
"2130","ENSG00000236299"
"2131","ENSG00000236301"
"2132","ENSG00000236304"
"2133","ENSG00000236306"
"2134","ENSG00000236332"
"2135","ENSG00000236340"
"2136","ENSG00000236341"
"2137","ENSG00000236345"
"2138","ENSG00000236352"
"2139","ENSG00000236354"
"2140","ENSG00000236366"
"2141","ENSG00000236372"
"2142","ENSG00000236373"
"2143","ENSG00000236384"
"2144","ENSG00000236385"
"2145","ENSG00000236389"
"2146","ENSG00000236390"
"2147","ENSG00000236393"
"2148","ENSG00000236403"
"2149","ENSG00000236404"
"2150","ENSG00000236412"
"2151","ENSG00000236414"
"2152","ENSG00000236426"
"2153","ENSG00000236432"
"2154","ENSG00000236436"
"2155","ENSG00000236445"
"2156","ENSG00000236447"
"2157","ENSG00000236449"
"2158","ENSG00000236451"
"2159","ENSG00000236452"
"2160","ENSG00000236453"
"2161","ENSG00000236457"
"2162","ENSG00000236461"
"2163","ENSG00000236467"
"2164","ENSG00000236485"
"2165","ENSG00000236494"
"2166","ENSG00000236497"
"2167","ENSG00000236498"
"2168","ENSG00000236499"
"2169","ENSG00000236502"
"2170","ENSG00000236507"
"2171","ENSG00000236508"
"2172","ENSG00000236510"
"2173","ENSG00000236513"
"2174","ENSG00000236519"
"2175","ENSG00000236520"
"2176","ENSG00000236526"
"2177","ENSG00000236528"
"2178","ENSG00000236532"
"2179","ENSG00000236540"
"2180","ENSG00000236548"
"2181","ENSG00000236605"
"2182","ENSG00000236627"
"2183","ENSG00000236641"
"2184","ENSG00000236648"
"2185","ENSG00000236653"
"2186","ENSG00000236656"
"2187","ENSG00000236658"
"2188","ENSG00000236663"
"2189","ENSG00000236668"
"2190","ENSG00000236671"
"2191","ENSG00000236673"
"2192","ENSG00000236676"
"2193","ENSG00000236678"
"2194","ENSG00000236682"
"2195","ENSG00000236687"
"2196","ENSG00000236703"
"2197","ENSG00000236708"
"2198","ENSG00000236709"
"2199","ENSG00000236714"
"2200","ENSG00000236716"
"2201","ENSG00000236719"
"2202","ENSG00000236720"
"2203","ENSG00000236754"
"2204","ENSG00000236756"
"2205","ENSG00000236758"
"2206","ENSG00000236769"
"2207","ENSG00000236780"
"2208","ENSG00000236790"
"2209","ENSG00000236795"
"2210","ENSG00000236828"
"2211","ENSG00000236834"
"2212","ENSG00000236837"
"2213","ENSG00000236838"
"2214","ENSG00000236846"
"2215","ENSG00000236858"
"2216","ENSG00000236866"
"2217","ENSG00000236897"
"2218","ENSG00000236908"
"2219","ENSG00000236911"
"2220","ENSG00000236914"
"2221","ENSG00000236915"
"2222","ENSG00000236921"
"2223","ENSG00000236922"
"2224","ENSG00000236924"
"2225","ENSG00000236935"
"2226","ENSG00000236936"
"2227","ENSG00000236938"
"2228","ENSG00000236948"
"2229","ENSG00000236950"
"2230","ENSG00000236951"
"2231","ENSG00000236961"
"2232","ENSG00000236963"
"2233","ENSG00000236975"
"2234","ENSG00000236977"
"2235","ENSG00000236985"
"2236","ENSG00000236986"
"2237","ENSG00000236989"
"2238","ENSG00000236990"
"2239","ENSG00000236999"
"2240","ENSG00000237001"
"2241","ENSG00000237009"
"2242","ENSG00000237011"
"2243","ENSG00000237017"
"2244","ENSG00000237027"
"2245","ENSG00000237031"
"2246","ENSG00000237036"
"2247","ENSG00000237048"
"2248","ENSG00000237062"
"2249","ENSG00000237070"
"2250","ENSG00000237076"
"2251","ENSG00000237092"
"2252","ENSG00000237119"
"2253","ENSG00000237126"
"2254","ENSG00000237149"
"2255","ENSG00000237153"
"2256","ENSG00000237159"
"2257","ENSG00000237166"
"2258","ENSG00000237174"
"2259","ENSG00000237179"
"2260","ENSG00000237208"
"2261","ENSG00000237220"
"2262","ENSG00000237222"
"2263","ENSG00000237232"
"2264","ENSG00000237233"
"2265","ENSG00000237234"
"2266","ENSG00000237243"
"2267","ENSG00000237250"
"2268","ENSG00000237267"
"2269","ENSG00000237282"
"2270","ENSG00000237283"
"2271","ENSG00000237286"
"2272","ENSG00000237290"
"2273","ENSG00000237292"
"2274","ENSG00000237301"
"2275","ENSG00000237310"
"2276","ENSG00000237311"
"2277","ENSG00000237316"
"2278","ENSG00000237320"
"2279","ENSG00000237324"
"2280","ENSG00000237336"
"2281","ENSG00000237337"
"2282","ENSG00000237339"
"2283","ENSG00000237342"
"2284","ENSG00000237356"
"2285","ENSG00000237359"
"2286","ENSG00000237372"
"2287","ENSG00000237373"
"2288","ENSG00000237380"
"2289","ENSG00000237385"
"2290","ENSG00000237390"
"2291","ENSG00000237399"
"2292","ENSG00000237413"
"2293","ENSG00000237419"
"2294","ENSG00000237422"
"2295","ENSG00000237423"
"2296","ENSG00000237424"
"2297","ENSG00000237445"
"2298","ENSG00000237457"
"2299","ENSG00000237460"
"2300","ENSG00000237461"
"2301","ENSG00000237463"
"2302","ENSG00000237468"
"2303","ENSG00000237473"
"2304","ENSG00000237480"
"2305","ENSG00000237481"
"2306","ENSG00000237491"
"2307","ENSG00000237499"
"2308","ENSG00000237512"
"2309","ENSG00000237513"
"2310","ENSG00000237525"
"2311","ENSG00000237529"
"2312","ENSG00000237530"
"2313","ENSG00000237556"
"2314","ENSG00000237563"
"2315","ENSG00000237568"
"2316","ENSG00000237571"
"2317","ENSG00000237574"
"2318","ENSG00000237579"
"2319","ENSG00000237581"
"2320","ENSG00000237588"
"2321","ENSG00000237590"
"2322","ENSG00000237594"
"2323","ENSG00000237596"
"2324","ENSG00000237604"
"2325","ENSG00000237609"
"2326","ENSG00000237613"
"2327","ENSG00000237614"
"2328","ENSG00000237626"
"2329","ENSG00000237638"
"2330","ENSG00000237654"
"2331","ENSG00000237655"
"2332","ENSG00000237667"
"2333","ENSG00000237675"
"2334","ENSG00000237686"
"2335","ENSG00000237689"
"2336","ENSG00000237714"
"2337","ENSG00000237735"
"2338","ENSG00000237737"
"2339","ENSG00000237741"
"2340","ENSG00000237742"
"2341","ENSG00000237750"
"2342","ENSG00000237753"
"2343","ENSG00000237756"
"2344","ENSG00000237773"
"2345","ENSG00000237775"
"2346","ENSG00000237798"
"2347","ENSG00000237803"
"2348","ENSG00000237807"
"2349","ENSG00000237837"
"2350","ENSG00000237838"
"2351","ENSG00000237844"
"2352","ENSG00000237856"
"2353","ENSG00000237862"
"2354","ENSG00000237863"
"2355","ENSG00000237877"
"2356","ENSG00000237880"
"2357","ENSG00000237896"
"2358","ENSG00000237914"
"2359","ENSG00000237919"
"2360","ENSG00000237928"
"2361","ENSG00000237940"
"2362","ENSG00000237941"
"2363","ENSG00000237943"
"2364","ENSG00000237976"
"2365","ENSG00000237978"
"2366","ENSG00000237987"
"2367","ENSG00000237989"
"2368","ENSG00000237990"
"2369","ENSG00000237992"
"2370","ENSG00000237994"
"2371","ENSG00000238005"
"2372","ENSG00000238009"
"2373","ENSG00000238020"
"2374","ENSG00000238022"
"2375","ENSG00000238031"
"2376","ENSG00000238034"
"2377","ENSG00000238035"
"2378","ENSG00000238042"
"2379","ENSG00000238045"
"2380","ENSG00000238054"
"2381","ENSG00000238057"
"2382","ENSG00000238062"
"2383","ENSG00000238063"
"2384","ENSG00000238078"
"2385","ENSG00000238097"
"2386","ENSG00000238099"
"2387","ENSG00000238107"
"2388","ENSG00000238122"
"2389","ENSG00000238129"
"2390","ENSG00000238140"
"2391","ENSG00000238142"
"2392","ENSG00000238171"
"2393","ENSG00000238186"
"2394","ENSG00000238194"
"2395","ENSG00000238197"
"2396","ENSG00000238201"
"2397","ENSG00000238217"
"2398","ENSG00000238242"
"2399","ENSG00000238258"
"2400","ENSG00000238260"
"2401","ENSG00000238265"
"2402","ENSG00000238270"
"2403","ENSG00000238273"
"2404","ENSG00000238284"
"2405","ENSG00000238287"
"2406","ENSG00000238290"
"2407","ENSG00000238358"
"2408","ENSG00000238755"
"2409","ENSG00000238837"
"2410","ENSG00000239205"
"2411","ENSG00000239213"
"2412","ENSG00000239225"
"2413","ENSG00000239265"
"2414","ENSG00000239268"
"2415","ENSG00000239311"
"2416","ENSG00000239314"
"2417","ENSG00000239322"
"2418","ENSG00000239415"
"2419","ENSG00000239440"
"2420","ENSG00000239467"
"2421","ENSG00000239480"
"2422","ENSG00000239482"
"2423","ENSG00000239508"
"2424","ENSG00000239513"
"2425","ENSG00000239519"
"2426","ENSG00000239552"
"2427","ENSG00000239572"
"2428","ENSG00000239589"
"2429","ENSG00000239608"
"2430","ENSG00000239628"
"2431","ENSG00000239653"
"2432","ENSG00000239661"
"2433","ENSG00000239674"
"2434","ENSG00000239677"
"2435","ENSG00000239739"
"2436","ENSG00000239767"
"2437","ENSG00000239775"
"2438","ENSG00000239828"
"2439","ENSG00000239877"
"2440","ENSG00000239921"
"2441","ENSG00000239922"
"2442","ENSG00000239941"
"2443","ENSG00000239945"
"2444","ENSG00000240015"
"2445","ENSG00000240033"
"2446","ENSG00000240040"
"2447","ENSG00000240057"
"2448","ENSG00000240063"
"2449","ENSG00000240086"
"2450","ENSG00000240137"
"2451","ENSG00000240152"
"2452","ENSG00000240175"
"2453","ENSG00000240198"
"2454","ENSG00000240207"
"2455","ENSG00000240219"
"2456","ENSG00000240240"
"2457","ENSG00000240241"
"2458","ENSG00000240288"
"2459","ENSG00000240291"
"2460","ENSG00000240354"
"2461","ENSG00000240373"
"2462","ENSG00000240401"
"2463","ENSG00000240405"
"2464","ENSG00000240423"
"2465","ENSG00000240450"
"2466","ENSG00000240476"
"2467","ENSG00000240478"
"2468","ENSG00000240499"
"2469","ENSG00000240521"
"2470","ENSG00000240527"
"2471","ENSG00000240535"
"2472","ENSG00000240549"
"2473","ENSG00000240553"
"2474","ENSG00000240562"
"2475","ENSG00000240567"
"2476","ENSG00000240591"
"2477","ENSG00000240687"
"2478","ENSG00000240707"
"2479","ENSG00000240708"
"2480","ENSG00000240731"
"2481","ENSG00000240758"
"2482","ENSG00000240770"
"2483","ENSG00000240889"
"2484","ENSG00000240893"
"2485","ENSG00000240895"
"2486","ENSG00000240973"
"2487","ENSG00000241059"
"2488","ENSG00000241098"
"2489","ENSG00000241131"
"2490","ENSG00000241135"
"2491","ENSG00000241151"
"2492","ENSG00000241163"
"2493","ENSG00000241213"
"2494","ENSG00000241219"
"2495","ENSG00000241220"
"2496","ENSG00000241280"
"2497","ENSG00000241288"
"2498","ENSG00000241295"
"2499","ENSG00000241313"
"2500","ENSG00000241316"
"2501","ENSG00000241328"
"2502","ENSG00000241336"
"2503","ENSG00000241345"
"2504","ENSG00000241357"
"2505","ENSG00000241369"
"2506","ENSG00000241383"
"2507","ENSG00000241449"
"2508","ENSG00000241479"
"2509","ENSG00000241490"
"2510","ENSG00000241505"
"2511","ENSG00000241544"
"2512","ENSG00000241560"
"2513","ENSG00000241570"
"2514","ENSG00000241572"
"2515","ENSG00000241593"
"2516","ENSG00000241596"
"2517","ENSG00000241599"
"2518","ENSG00000241666"
"2519","ENSG00000241667"
"2520","ENSG00000241696"
"2521","ENSG00000241728"
"2522","ENSG00000241743"
"2523","ENSG00000241754"
"2524","ENSG00000241767"
"2525","ENSG00000241792"
"2526","ENSG00000241832"
"2527","ENSG00000241882"
"2528","ENSG00000241884"
"2529","ENSG00000241933"
"2530","ENSG00000241954"
"2531","ENSG00000241956"
"2532","ENSG00000242012"
"2533","ENSG00000242021"
"2534","ENSG00000242048"
"2535","ENSG00000242049"
"2536","ENSG00000242072"
"2537","ENSG00000242094"
"2538","ENSG00000242207"
"2539","ENSG00000242242"
"2540","ENSG00000242258"
"2541","ENSG00000242288"
"2542","ENSG00000242370"
"2543","ENSG00000242385"
"2544","ENSG00000242396"
"2545","ENSG00000242407"
"2546","ENSG00000242428"
"2547","ENSG00000242474"
"2548","ENSG00000242539"
"2549","ENSG00000242568"
"2550","ENSG00000242578"
"2551","ENSG00000242593"
"2552","ENSG00000242611"
"2553","ENSG00000242618"
"2554","ENSG00000242622"
"2555","ENSG00000242628"
"2556","ENSG00000242641"
"2557","ENSG00000242671"
"2558","ENSG00000242686"
"2559","ENSG00000242759"
"2560","ENSG00000242767"
"2561","ENSG00000242790"
"2562","ENSG00000242795"
"2563","ENSG00000242797"
"2564","ENSG00000242798"
"2565","ENSG00000242880"
"2566","ENSG00000243008"
"2567","ENSG00000243055"
"2568","ENSG00000243069"
"2569","ENSG00000243083"
"2570","ENSG00000243089"
"2571","ENSG00000243149"
"2572","ENSG00000243176"
"2573","ENSG00000243179"
"2574","ENSG00000243187"
"2575","ENSG00000243197"
"2576","ENSG00000243224"
"2577","ENSG00000243230"
"2578","ENSG00000243243"
"2579","ENSG00000243276"
"2580","ENSG00000243305"
"2581","ENSG00000243319"
"2582","ENSG00000243321"
"2583","ENSG00000243349"
"2584","ENSG00000243368"
"2585","ENSG00000243415"
"2586","ENSG00000243485"
"2587","ENSG00000243491"
"2588","ENSG00000243629"
"2589","ENSG00000243636"
"2590","ENSG00000243694"
"2591","ENSG00000243715"
"2592","ENSG00000243766"
"2593","ENSG00000243795"
"2594","ENSG00000243797"
"2595","ENSG00000243799"
"2596","ENSG00000243818"
"2597","ENSG00000243819"
"2598","ENSG00000243849"
"2599","ENSG00000243885"
"2600","ENSG00000243902"
"2601","ENSG00000243953"
"2602","ENSG00000243961"
"2603","ENSG00000244040"
"2604","ENSG00000244041"
"2605","ENSG00000244124"
"2606","ENSG00000244125"
"2607","ENSG00000244128"
"2608","ENSG00000244151"
"2609","ENSG00000244161"
"2610","ENSG00000244198"
"2611","ENSG00000244203"
"2612","ENSG00000244215"
"2613","ENSG00000244231"
"2614","ENSG00000244247"
"2615","ENSG00000244260"
"2616","ENSG00000244265"
"2617","ENSG00000244286"
"2618","ENSG00000244321"
"2619","ENSG00000244342"
"2620","ENSG00000244345"
"2621","ENSG00000244349"
"2622","ENSG00000244358"
"2623","ENSG00000244380"
"2624","ENSG00000244383"
"2625","ENSG00000244464"
"2626","ENSG00000244513"
"2627","ENSG00000244558"
"2628","ENSG00000244578"
"2629","ENSG00000244620"
"2630","ENSG00000244625"
"2631","ENSG00000244675"
"2632","ENSG00000244676"
"2633","ENSG00000244701"
"2634","ENSG00000244706"
"2635","ENSG00000244738"
"2636","ENSG00000244757"
"2637","ENSG00000244791"
"2638","ENSG00000244926"
"2639","ENSG00000244945"
"2640","ENSG00000244953"
"2641","ENSG00000244998"
"2642","ENSG00000245008"
"2643","ENSG00000245059"
"2644","ENSG00000245067"
"2645","ENSG00000245105"
"2646","ENSG00000245112"
"2647","ENSG00000245148"
"2648","ENSG00000245156"
"2649","ENSG00000245213"
"2650","ENSG00000245248"
"2651","ENSG00000245275"
"2652","ENSG00000245293"
"2653","ENSG00000245317"
"2654","ENSG00000245322"
"2655","ENSG00000245384"
"2656","ENSG00000245385"
"2657","ENSG00000245466"
"2658","ENSG00000245479"
"2659","ENSG00000245482"
"2660","ENSG00000245498"
"2661","ENSG00000245522"
"2662","ENSG00000245534"
"2663","ENSG00000245556"
"2664","ENSG00000245571"
"2665","ENSG00000245573"
"2666","ENSG00000245598"
"2667","ENSG00000245614"
"2668","ENSG00000245685"
"2669","ENSG00000245719"
"2670","ENSG00000245729"
"2671","ENSG00000245748"
"2672","ENSG00000245768"
"2673","ENSG00000245812"
"2674","ENSG00000245832"
"2675","ENSG00000245857"
"2676","ENSG00000245864"
"2677","ENSG00000245869"
"2678","ENSG00000245870"
"2679","ENSG00000245888"
"2680","ENSG00000245928"
"2681","ENSG00000246067"
"2682","ENSG00000246084"
"2683","ENSG00000246145"
"2684","ENSG00000246211"
"2685","ENSG00000246214"
"2686","ENSG00000246225"
"2687","ENSG00000246228"
"2688","ENSG00000246263"
"2689","ENSG00000246283"
"2690","ENSG00000246308"
"2691","ENSG00000246323"
"2692","ENSG00000246331"
"2693","ENSG00000246334"
"2694","ENSG00000246350"
"2695","ENSG00000246363"
"2696","ENSG00000246375"
"2697","ENSG00000246379"
"2698","ENSG00000246394"
"2699","ENSG00000246422"
"2700","ENSG00000246451"
"2701","ENSG00000246465"
"2702","ENSG00000246523"
"2703","ENSG00000246526"
"2704","ENSG00000246528"
"2705","ENSG00000246541"
"2706","ENSG00000246560"
"2707","ENSG00000246582"
"2708","ENSG00000246627"
"2709","ENSG00000246662"
"2710","ENSG00000246731"
"2711","ENSG00000246740"
"2712","ENSG00000246774"
"2713","ENSG00000246777"
"2714","ENSG00000246790"
"2715","ENSG00000246820"
"2716","ENSG00000246851"
"2717","ENSG00000246859"
"2718","ENSG00000246863"
"2719","ENSG00000246876"
"2720","ENSG00000246877"
"2721","ENSG00000246898"
"2722","ENSG00000246982"
"2723","ENSG00000247033"
"2724","ENSG00000247081"
"2725","ENSG00000247092"
"2726","ENSG00000247095"
"2727","ENSG00000247121"
"2728","ENSG00000247131"
"2729","ENSG00000247134"
"2730","ENSG00000247151"
"2731","ENSG00000247157"
"2732","ENSG00000247193"
"2733","ENSG00000247199"
"2734","ENSG00000247213"
"2735","ENSG00000247228"
"2736","ENSG00000247271"
"2737","ENSG00000247287"
"2738","ENSG00000247324"
"2739","ENSG00000247363"
"2740","ENSG00000247381"
"2741","ENSG00000247400"
"2742","ENSG00000247416"
"2743","ENSG00000247473"
"2744","ENSG00000247624"
"2745","ENSG00000247679"
"2746","ENSG00000247699"
"2747","ENSG00000247765"
"2748","ENSG00000247774"
"2749","ENSG00000247775"
"2750","ENSG00000247796"
"2751","ENSG00000247853"
"2752","ENSG00000247877"
"2753","ENSG00000247934"
"2754","ENSG00000247950"
"2755","ENSG00000247982"
"2756","ENSG00000248015"
"2757","ENSG00000248019"
"2758","ENSG00000248027"
"2759","ENSG00000248050"
"2760","ENSG00000248079"
"2761","ENSG00000248100"
"2762","ENSG00000248101"
"2763","ENSG00000248103"
"2764","ENSG00000248115"
"2765","ENSG00000248118"
"2766","ENSG00000248125"
"2767","ENSG00000248131"
"2768","ENSG00000248138"
"2769","ENSG00000248148"
"2770","ENSG00000248150"
"2771","ENSG00000248161"
"2772","ENSG00000248165"
"2773","ENSG00000248174"
"2774","ENSG00000248176"
"2775","ENSG00000248187"
"2776","ENSG00000248192"
"2777","ENSG00000248195"
"2778","ENSG00000248199"
"2779","ENSG00000248203"
"2780","ENSG00000248210"
"2781","ENSG00000248215"
"2782","ENSG00000248222"
"2783","ENSG00000248238"
"2784","ENSG00000248242"
"2785","ENSG00000248254"
"2786","ENSG00000248279"
"2787","ENSG00000248307"
"2788","ENSG00000248318"
"2789","ENSG00000248319"
"2790","ENSG00000248332"
"2791","ENSG00000248338"
"2792","ENSG00000248339"
"2793","ENSG00000248343"
"2794","ENSG00000248346"
"2795","ENSG00000248358"
"2796","ENSG00000248360"
"2797","ENSG00000248362"
"2798","ENSG00000248369"
"2799","ENSG00000248370"
"2800","ENSG00000248373"
"2801","ENSG00000248378"
"2802","ENSG00000248391"
"2803","ENSG00000248408"
"2804","ENSG00000248416"
"2805","ENSG00000248417"
"2806","ENSG00000248443"
"2807","ENSG00000248445"
"2808","ENSG00000248456"
"2809","ENSG00000248458"
"2810","ENSG00000248461"
"2811","ENSG00000248464"
"2812","ENSG00000248468"
"2813","ENSG00000248476"
"2814","ENSG00000248482"
"2815","ENSG00000248491"
"2816","ENSG00000248492"
"2817","ENSG00000248505"
"2818","ENSG00000248510"
"2819","ENSG00000248511"
"2820","ENSG00000248515"
"2821","ENSG00000248516"
"2822","ENSG00000248518"
"2823","ENSG00000248528"
"2824","ENSG00000248529"
"2825","ENSG00000248533"
"2826","ENSG00000248540"
"2827","ENSG00000248544"
"2828","ENSG00000248550"
"2829","ENSG00000248551"
"2830","ENSG00000248567"
"2831","ENSG00000248571"
"2832","ENSG00000248572"
"2833","ENSG00000248587"
"2834","ENSG00000248599"
"2835","ENSG00000248600"
"2836","ENSG00000248601"
"2837","ENSG00000248605"
"2838","ENSG00000248636"
"2839","ENSG00000248646"
"2840","ENSG00000248663"
"2841","ENSG00000248668"
"2842","ENSG00000248677"
"2843","ENSG00000248685"
"2844","ENSG00000248694"
"2845","ENSG00000248701"
"2846","ENSG00000248703"
"2847","ENSG00000248708"
"2848","ENSG00000248709"
"2849","ENSG00000248714"
"2850","ENSG00000248717"
"2851","ENSG00000248719"
"2852","ENSG00000248724"
"2853","ENSG00000248730"
"2854","ENSG00000248738"
"2855","ENSG00000248747"
"2856","ENSG00000248749"
"2857","ENSG00000248753"
"2858","ENSG00000248762"
"2859","ENSG00000248774"
"2860","ENSG00000248787"
"2861","ENSG00000248789"
"2862","ENSG00000248801"
"2863","ENSG00000248837"
"2864","ENSG00000248844"
"2865","ENSG00000248869"
"2866","ENSG00000248870"
"2867","ENSG00000248872"
"2868","ENSG00000248874"
"2869","ENSG00000248876"
"2870","ENSG00000248881"
"2871","ENSG00000248884"
"2872","ENSG00000248893"
"2873","ENSG00000248896"
"2874","ENSG00000248908"
"2875","ENSG00000248912"
"2876","ENSG00000248927"
"2877","ENSG00000248954"
"2878","ENSG00000248962"
"2879","ENSG00000248964"
"2880","ENSG00000248973"
"2881","ENSG00000248975"
"2882","ENSG00000248990"
"2883","ENSG00000248991"
"2884","ENSG00000249001"
"2885","ENSG00000249016"
"2886","ENSG00000249022"
"2887","ENSG00000249028"
"2888","ENSG00000249035"
"2889","ENSG00000249057"
"2890","ENSG00000249066"
"2891","ENSG00000249069"
"2892","ENSG00000249073"
"2893","ENSG00000249082"
"2894","ENSG00000249091"
"2895","ENSG00000249096"
"2896","ENSG00000249100"
"2897","ENSG00000249102"
"2898","ENSG00000249106"
"2899","ENSG00000249109"
"2900","ENSG00000249112"
"2901","ENSG00000249114"
"2902","ENSG00000249145"
"2903","ENSG00000249150"
"2904","ENSG00000249152"
"2905","ENSG00000249153"
"2906","ENSG00000249159"
"2907","ENSG00000249160"
"2908","ENSG00000249163"
"2909","ENSG00000249166"
"2910","ENSG00000249169"
"2911","ENSG00000249171"
"2912","ENSG00000249173"
"2913","ENSG00000249174"
"2914","ENSG00000249175"
"2915","ENSG00000249196"
"2916","ENSG00000249203"
"2917","ENSG00000249228"
"2918","ENSG00000249231"
"2919","ENSG00000249249"
"2920","ENSG00000249258"
"2921","ENSG00000249261"
"2922","ENSG00000249290"
"2923","ENSG00000249309"
"2924","ENSG00000249310"
"2925","ENSG00000249326"
"2926","ENSG00000249328"
"2927","ENSG00000249330"
"2928","ENSG00000249332"
"2929","ENSG00000249334"
"2930","ENSG00000249341"
"2931","ENSG00000249343"
"2932","ENSG00000249345"
"2933","ENSG00000249346"
"2934","ENSG00000249348"
"2935","ENSG00000249352"
"2936","ENSG00000249359"
"2937","ENSG00000249375"
"2938","ENSG00000249378"
"2939","ENSG00000249379"
"2940","ENSG00000249381"
"2941","ENSG00000249382"
"2942","ENSG00000249383"
"2943","ENSG00000249392"
"2944","ENSG00000249396"
"2945","ENSG00000249404"
"2946","ENSG00000249406"
"2947","ENSG00000249425"
"2948","ENSG00000249436"
"2949","ENSG00000249456"
"2950","ENSG00000249460"
"2951","ENSG00000249474"
"2952","ENSG00000249478"
"2953","ENSG00000249483"
"2954","ENSG00000249484"
"2955","ENSG00000249487"
"2956","ENSG00000249497"
"2957","ENSG00000249500"
"2958","ENSG00000249509"
"2959","ENSG00000249513"
"2960","ENSG00000249532"
"2961","ENSG00000249534"
"2962","ENSG00000249547"
"2963","ENSG00000249550"
"2964","ENSG00000249568"
"2965","ENSG00000249574"
"2966","ENSG00000249584"
"2967","ENSG00000249588"
"2968","ENSG00000249593"
"2969","ENSG00000249599"
"2970","ENSG00000249601"
"2971","ENSG00000249604"
"2972","ENSG00000249614"
"2973","ENSG00000249618"
"2974","ENSG00000249628"
"2975","ENSG00000249655"
"2976","ENSG00000249664"
"2977","ENSG00000249667"
"2978","ENSG00000249675"
"2979","ENSG00000249684"
"2980","ENSG00000249690"
"2981","ENSG00000249697"
"2982","ENSG00000249699"
"2983","ENSG00000249700"
"2984","ENSG00000249706"
"2985","ENSG00000249717"
"2986","ENSG00000249738"
"2987","ENSG00000249740"
"2988","ENSG00000249743"
"2989","ENSG00000249747"
"2990","ENSG00000249753"
"2991","ENSG00000249771"
"2992","ENSG00000249776"
"2993","ENSG00000249781"
"2994","ENSG00000249786"
"2995","ENSG00000249787"
"2996","ENSG00000249790"
"2997","ENSG00000249792"
"2998","ENSG00000249797"
"2999","ENSG00000249807"
"3000","ENSG00000249815"
"3001","ENSG00000249825"
"3002","ENSG00000249831"
"3003","ENSG00000249833"
"3004","ENSG00000249835"
"3005","ENSG00000249842"
"3006","ENSG00000249846"
"3007","ENSG00000249856"
"3008","ENSG00000249867"
"3009","ENSG00000249873"
"3010","ENSG00000249877"
"3011","ENSG00000249883"
"3012","ENSG00000249892"
"3013","ENSG00000249901"
"3014","ENSG00000249906"
"3015","ENSG00000249917"
"3016","ENSG00000249923"
"3017","ENSG00000249926"
"3018","ENSG00000249937"
"3019","ENSG00000249959"
"3020","ENSG00000249971"
"3021","ENSG00000249981"
"3022","ENSG00000249982"
"3023","ENSG00000249984"
"3024","ENSG00000249988"
"3025","ENSG00000250007"
"3026","ENSG00000250025"
"3027","ENSG00000250038"
"3028","ENSG00000250039"
"3029","ENSG00000250041"
"3030","ENSG00000250042"
"3031","ENSG00000250043"
"3032","ENSG00000250046"
"3033","ENSG00000250049"
"3034","ENSG00000250056"
"3035","ENSG00000250057"
"3036","ENSG00000250062"
"3037","ENSG00000250064"
"3038","ENSG00000250069"
"3039","ENSG00000250073"
"3040","ENSG00000250075"
"3041","ENSG00000250078"
"3042","ENSG00000250095"
"3043","ENSG00000250101"
"3044","ENSG00000250102"
"3045","ENSG00000250107"
"3046","ENSG00000250116"
"3047","ENSG00000250125"
"3048","ENSG00000250127"
"3049","ENSG00000250131"
"3050","ENSG00000250133"
"3051","ENSG00000250135"
"3052","ENSG00000250137"
"3053","ENSG00000250150"
"3054","ENSG00000250155"
"3055","ENSG00000250156"
"3056","ENSG00000250159"
"3057","ENSG00000250166"
"3058","ENSG00000250170"
"3059","ENSG00000250174"
"3060","ENSG00000250193"
"3061","ENSG00000250198"
"3062","ENSG00000250230"
"3063","ENSG00000250240"
"3064","ENSG00000250241"
"3065","ENSG00000250242"
"3066","ENSG00000250256"
